month,bnf_name,bnf_code,actual_cost,body,scalp
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,68.73884,18,0
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,48.05348,14,0
2019-01-01,Betameth_Foam Aero 0.1% 100g,1304000F0AABFBF,27.18552,0,18
2019-01-01,Urea/Lactic Acid_Crm 10%/5%,1302010U0AAAEAE,26.74625,30,0
2019-01-01,Hydrogen Per_Crm 1%,1310050H0AAAAAA,14.9927,22,0
2019-01-01,Miconazole Nit_Pdr Spy 0.16% 100g CFF,1310020N0AAAEAE,20.22746,1,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,42.48444,6,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,74.77789,14,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,2.9175,1,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,656.31516,20,0
2019-01-01,Isotretinoin_Gel 0.05%,1306010M0AAAAAA,11.05119,4,0
2019-01-01,Fluticasone Prop_Crm 0.05%,1304000S0AAAAAA,7.87069,2,0
2019-01-01,Hydrocort But_Oint 0.1%,1304000W0AABABA,21.214489999999998,5,0
2019-01-01,Ibuprofen/Menthol_Gel 5%/3%,1003020P0AAAHAH,97.00131,48,0
2019-01-01,Selenium Sulfide_Shampoo 2.5%,1309000S0AAABAB,4.49535,0,35
2019-01-01,Mag Sulf_Paste,1310050M0AAAAAA,6.93022,6,0
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,42.47835,20,0
2019-01-01,Mupirocin_Crm 2%,1310011M0AAABAB,48.83297,2,0
2019-01-01,Calamine Aq_Crm,1303000D0AAABAB,6.63626,5,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,21.86723,6,0
2019-01-01,Betameth Diprop_Oint 0.05%,1304000D0AABABA,13.39013,2,0
2019-01-01,Dimeticone/Benzalk Chlor_Crm 22%/0.1%,1302020D0AAACAC,9.90044,48,0
2019-01-01,Betameth Val/Neomycin Sulf_Crm 0.1/0.5%,1304000F0AACBCB,116.43925,4,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,24.39172,76,0
2019-01-01,Malathion_Aq Lot 0.5%,1310040M0AAADAD,3.95391,1,1
2019-01-01,Pot Permanganate_Cutaneous Soln Tab400mg,1311060Q0AAACAC,53.61293,3,0
2019-01-01,Dimeticone/Benzalk Chlor_Crm 22%/0.1%,1302020D0AAACAC,9.850840000000002,16,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,49.00635,6,0
2019-01-01,Liq Paraf/Wte Soft Paraf_Oint 5%/95%,130201000AAA3A3,6.7600299999999995,4,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,442.04602,16,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,12.32892,2,0
2019-01-01,Fluticasone Prop_Oint 0.005%,1304000S0AAABAB,23.66168,4,0
2019-01-01,Fludroxycortide_Tape 7.5cm x 20cm,1304000T0AACECE,380.67058,9,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,236.96851,1,0
2019-01-01,Sod Fusidate_Oint 2%,1310012Q0AAAAAA,21.92915,5,0
2019-01-01,Adapalene/Benzoyl Per_Gel 0.1%/2.5%,1306010Z0AAAAAA,217.6571,110,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,23.463720000000002,60,0
2019-01-01,Fluocinolone Aceton_Crm 0.025%,1304000N0AAABAB,7.70986,38,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,52.0878,6,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,94.31251,26,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,26.55742,1,0
2019-01-01,Malathion_Aq Lot 0.5%,1310040M0AAADAD,18.40829,32,32
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,25.46221,22,0
2019-01-01,Menthol In Aq_Crm 0.5%,1303000AAAAAAAA,14.91533,21,0
2019-01-01,Betameth Val/Neomycin Sulf_Crm 0.1/0.5%,1304000F0AACBCB,126.14151000000001,20,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,138.63133,7,0
2019-01-01,Clotrimazole_Spy 1% 40ml,1310020H0AAAEAE,8.78651,82,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,33.68567,8,0
2019-01-01,Calamine_Lot,1303000D0AAACAC,8.19265,64,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,85.40823,14,0
2019-01-01,Clindamycin Phos_Lot 1%,1306010F0AAABAB,14.18217,147,0
2019-01-01,Salic Acid_Oint 2%,1305020S0AAABAB,15.46918,80,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,257.86431,184,0
2019-01-01,Betameth Val/Clioquinol_Oint 0.1%/3%,1304000F0AACDCD,505.25897,8,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,138.1827,918,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,15.14839,4,0
2019-01-01,Hydrocort But_Crm 0.1%,1304000W0AAAAAA,13.75211,4,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,14.64313,26,0
2019-01-01,Clobetasol Prop_Shampoo 500mcg/g,1304000G0AACDCD,93.52967000000001,0,9
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,52.13732,14,0
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,158.69499000000002,120,0
2019-01-01,Hydrocort But_Oint 0.1%,1304000W0AABABA,4.58817,82,0
2019-01-01,Paraf_Soft Wte (S),1302010N0AAAAAA,4.522130000000001,3,0
2019-01-01,Imiquimod_Crm 5% Sach 250mg,1307000V0AAAAAA,52.75078,4,0
2019-01-01,Tacrolimus_Oint 0.03%,1305030C0AAACAC,43.31977,109,0
2019-01-01,Cinchocaine HCl/Hydrocort_Oint 0.5%/0.5%,0107020J0AAAEAE,86.48503,144,0
2019-01-01,Salic Acid_Oint 50%,1307000M0AAAEAE,2.57097,1,0
2019-01-01,NystatinChlorhexHCl/Hydrocort_1%/0.5%Crm,1304000V0AACFCF,49.21061,27,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,82.14783,23,0
2019-01-01,Urea/Lactic Acid_Crm 10%/5%,1302010U0AAAEAE,16.01055,8,0
2019-01-01,Hydrocort_Oint 0.5%,1304000V0AABBBB,66.25757,16,0
2019-01-01,Betameth Val/Neomycin Sulf_Oint0.1/0.5%,1304000F0AACECE,87.34493,12,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,49.06819,5,0
2019-01-01,Clindamycin Phos_Lot 1%,1306010F0AAABAB,61.33207,3,0
2019-01-01,Zn & Castor Oil_Oint,1302020E0AAACAC,5.542070000000001,10,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,17.13984,2,0
2019-01-01,Testosterone_Gel 2% (10mg per actuation),0604020K0AABMBM,266.17435,30,0
2019-01-01,Salicylic Acid/Mucopolysac_Gel 2%/0.2%,1003020W0AAAAAA,247.31194,64,0
2019-01-01,Urea/Lauromacrogols_Crm 5%/3%,1302010U0AAANAN,19.16632,12,0
2019-01-01,Dimeticone_Lot 4%,1310040V0AAAAAA,6.10105,32,0
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,57.2855,18,0
2019-01-01,Betameth Val/Clioquinol_Crm 0.1%/3%,1304000F0AACACA,288.71587,4,0
2019-01-01,Diflucortolone Val_Oily Crm 0.1%,1304000L0AAABAB,9.21346,14,0
2019-01-01,Lactic Acid/Salic Acid_Paint 16.7/16.7%,1307000M0AAAWAW,9.5724,4,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,449.04730000000006,12,0
2019-01-01,Betameth Diprop/Salic Acid_Oint 0.05/3%,1304000D0AABBBB,20.71017,8,0
2019-01-01,Calamine_Lot,1303000D0AAACAC,1.02408,3464,0
2019-01-01,Cetomacrogol_Crm (For A) BP 1988,1301010D0AAAAAA,59.46375,102,0
2019-01-01,Hydrocort But_Scalp Lot 0.1%,1304000W0AABBBB,12.7033,36,0
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,241.84144,126,0
2019-01-01,Mometasone Fur_Scalp Lot 0.1%,1304000Y0AABBBB,64.75998,0,1
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,58.263090000000005,7,0
2019-01-01,Salic Acid/Lactic Acid_Paint 16.7%/15%,1307000M0AABYBY,4.20146,108,0
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,51.62357,3,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,64.14139,18,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,5.84733,41,0
2019-01-01,Betameth Val/Clioquinol_Crm 0.1%/3%,1304000F0AACACA,108.29635,78,0
2019-01-01,Malathion_Aq Lot 0.5%,1310040M0AAADAD,27.63103,6,6
2019-01-01,Betameth Val_Lot 0.1%,1304000F0AABCBC,21.31658,10,0
2019-01-01,Betameth Diprop/Clotrimazole_Crm0.064/1%,1304000D0AACACA,64.82822,112,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,53.467690000000005,9,0
2019-01-01,Hydrocort But_Crm 0.1%,1304000W0AAAAAA,7.47478,4,0
2019-01-01,Paraf_Soft Wte (S),1302010N0AAAAAA,21.50221,5,0
2019-01-01,Betameth Val_Crm 0.025% (1 in 4),1304000F0AAABAB,20.527659999999997,30,0
2019-01-01,Eflornithine Monohyd Chlor_Crm 11.5%,1309000X0AAAAAA,316.73976,3,0
2019-01-01,Permethrin_Creme Rinse 1%,1310040Q0AAAAAA,21.919800000000002,2,2
2019-01-01,Lido_Oint 5%,1502010I0AAAEAE,34.41572,3,0
2019-01-01,Selenium Sulfide_Shampoo 2.5%,1309000S0AAABAB,17.07799,0,3
2019-01-01,Calcipotriol/Betameth_Gel 0.005%/0.05%,1305020D0AAAGAG,172.74388,230,0
2019-01-01,Salic Acid_Gel 26%,1307000M0AABMBM,3.66618,10,0
2019-01-01,Amorolfine HCl_Nail Lacquer Kit 5% 5ml,1310020A0AAAAAA,139.01848999999999,21,0
2019-01-01,Betameth Diprop_Scalp Lot 0.05%,1304000D0AABCBC,14.4915,0,16
2019-01-01,Olive Oil_Liq,190605000AACACA,5.03368,6,0
2019-01-01,Calcipotriol_Scalp Soln 50mcg/ml,1305020D0AAACAC,845.62929,0,4
2019-01-01,Lido HCl 2%/Chlorhex_Gel 6ml Pfs,1502010J0AABQBQ,47.05811,2,0
2019-01-01,Menthol In Aq_Crm 1%,1303000AAAAABAB,15.41037,577,0
2019-01-01,Metronidazole_Crm 0.75%,1310012K0AAAXAX,45.99915,6,0
2019-01-01,Mupirocin_Crm 2%,1310011M0AAABAB,4.89446,757,0
2019-01-01,Fluticasone Prop_Crm 0.05%,1304000S0AAAAAA,6.35789,3,0
2019-01-01,Zn & Castor Oil_Oint,1302020E0AAACAC,7.14262,15,0
2019-01-01,Calcipotriol/Betameth_Foam 50mcg/0.5mg/g,1305020D0AAAIAI,478.82532,8,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,29.33585,8,0
2019-01-01,Benzydamine HCl_Crm 3%,1003020F0AAAAAA,25.41892,4,0
2019-01-01,Betameth Val_Oint 0.025% (1 in 4),1304000F0AABBBB,49.90071,16,0
2019-01-01,Heparinoid_Gel 0.3%,1314000H0AAABAB,55.624050000000004,6,0
2019-01-01,Urea_Crm 5%,1302010U0AAAKAK,251.67264,12,0
2019-01-01,Heparinoid_Crm 0.3%,1314000H0AAAAAA,18.54135,13,0
2019-01-01,Calcipotriol_Scalp Soln 50mcg/ml,1305020D0AAACAC,369.97830999999996,0,21
2019-01-01,Benzoyl Per/Clindamycin Phos_Gel 3%/1%,1306010Y0AAABAB,85.42063,94,0
2019-01-01,Soya Oil_Bath Oil 84.75%,130201100AAAAAA,10.01167,124,0
2019-01-01,Hydrocort_Crm 2.5%,1304000V0AAAFAF,44.37794,4,0
