month,pct,items,total_list_size,measure
2015-01-01,03K,485,170319,2.847597743058614
2015-01-01,00V,691,198107,3.4880140530117556
2015-01-01,11N,2107,554068,3.802782329966718
2015-01-01,10D,293,108239,2.7069725330056627
2015-01-01,07L,824,207035,3.980003381070833
2015-01-01,05T,1047,297973,3.5137411778919567
2015-01-01,09X,320,231423,1.3827493377926994
2015-01-01,08C,1465,205682,7.1226456374403195
2015-01-01,09J,691,257271,2.685883756816742
2015-01-01,05J,510,173155,2.9453379919725102
2015-01-01,06W,804,227450,3.5348428225983737
2015-01-01,09H,284,129456,2.193795575330614
2015-01-01,01W,1607,303157,5.30088370052481
2015-01-01,02E,855,212950,4.0150270016435785
2015-01-01,09A,1145,208242,5.498410503164588
2015-01-01,00J,1318,252951,5.210495313321554
2015-01-01,03A,1055,243635,4.330248117060356
2015-01-01,15D,1127,445289,2.5309405801625466
2015-01-01,02T,1043,217076,4.80476883672078
2015-01-01,11J,2011,783543,2.566547081653464
2015-01-01,08Y,1159,241958,4.790087535853329
2015-01-01,99G,507,184896,2.7420820353063355
2015-01-01,01R,612,178369,3.4310894830379715
2015-01-01,05H,678,185548,3.654041002867182
2015-01-01,06Y,327,218717,1.4950826867596023
2015-01-01,03F,1701,290442,5.856590988906564
2015-01-01,08X,1982,375824,5.273745157307676
2015-01-01,07T,859,293323,2.928512254408963
2015-01-01,06M,776,235087,3.3009056221739184
2015-01-01,09Y,815,361317,2.2556370168024196
2015-01-01,15M,2476,1030759,2.4021133941105517
2015-01-01,07Y,1162,300067,3.872468482039011
2015-01-01,11A,1102,547656,2.012212045517624
2015-01-01,00Y,1460,245257,5.952939161777234
2015-01-01,09F,475,190809,2.489400395159558
2015-01-01,01A,976,373075,2.6160959592575224
2015-01-01,12F,1341,333073,4.026144418791076
2015-01-01,99C,379,216229,1.7527713673929026
2015-01-01,07P,1661,363206,4.573162337626581
2015-01-01,08L,1000,310043,3.2253590630977
2015-01-01,02N,179,157322,1.1377938241313996
2015-01-01,08F,745,265493,2.8061003491617478
2015-01-01,02P,1931,254322,7.59273676677598
2015-01-01,00L,307,322094,0.9531379038417358
2015-01-01,10A,539,199720,2.6987782896054475
2015-01-01,07J,536,170311,3.1471836816177468
2015-01-01,09E,566,215285,2.629073089160879
2015-01-01,15A,1102,520985,2.115224046757584
2015-01-01,05N,876,302393,2.896892454521104
2015-01-01,07X,776,320221,2.42332639021176
2015-01-01,00N,200,155208,1.2885933714756972
2015-01-01,03N,3115,586399,5.31208272865404
2015-01-01,10J,531,219576,2.418297081648268
2015-01-01,03W,843,320151,2.633132490605995
2015-01-01,01C,886,205481,4.311834184182479
2015-01-01,04Y,507,133622,3.7942853721692535
2015-01-01,02Q,363,113562,3.196491784223596
2015-01-01,01T,1245,154645,8.050696757088813
2015-01-01,08R,801,217888,3.676200616830665
2015-01-01,09G,1496,499663,2.9940179681105046
2015-01-01,03J,1333,188586,7.0683931999194
2015-01-01,14Y,697,537381,1.2970313427530935
2015-01-01,05R,614,275448,2.229095872905231
2015-01-01,09C,216,126400,1.7088607594936709
2015-01-01,06N,1691,624482,2.7078442613237836
2015-01-01,09D,1552,309560,5.013567644398499
2015-01-01,03Q,649,351210,1.8478972694399358
2015-01-01,08D,1025,297578,3.4444750620005506
2015-01-01,04F,573,279399,2.050830532679072
2015-01-01,06P,672,223275,3.0097413503527033
2015-01-01,11X,1391,556703,2.498639310368365
2015-01-01,04M,151,105255,1.4346111823666334
2015-01-01,01V,793,123065,6.443749238207448
2015-01-01,08P,832,209350,3.9742058753283973
2015-01-01,07W,2002,418965,4.77844211330302
2015-01-01,08W,654,298343,2.1921077417603225
2015-01-01,09W,845,291517,2.8986302685606686
2015-01-01,02M,752,169099,4.447099036658999
2015-01-01,11E,908,201943,4.496318268026125
2015-01-01,00T,2149,299950,7.1645274212368735
2015-01-01,01H,499,323804,1.5410557003619478
2015-01-01,08K,1912,378399,5.0528674758654235
2015-01-01,10X,900,270350,3.329017939707786
2015-01-01,99E,632,270598,2.33556789037613
2015-01-01,06D,391,113228,3.4532094534920685
2015-01-01,02D,561,102931,5.4502530821618365
2015-01-01,01G,2492,258037,9.657529734107897
2015-01-01,06F,1090,457607,2.381956569720305
2015-01-01,01J,1273,161869,7.864384162501778
2015-01-01,05Y,1487,275061,5.406073561864456
2015-01-01,01E,823,202889,4.056405226503162
2015-01-01,10E,572,143181,3.994943463168996
2015-01-01,03D,335,142548,2.350085585206387
2015-01-01,99M,486,221876,2.1904126629288436
2015-01-01,06A,1919,264664,7.250702777861739
2015-01-01,02R,311,321057,0.9686753442535128
2015-01-01,99F,367,182037,2.0160736553557794
2015-01-01,04V,1082,375272,2.883242021786863
2015-01-01,04G,2161,652469,3.3120347480110155
2015-01-01,07Q,697,337515,2.0650934032561525
2015-01-01,08E,771,255235,3.0207455873998468
2015-01-01,02X,1297,312257,4.153629862581145
2015-01-01,02G,629,112116,5.610260801312927
2015-01-01,10C,169,93825,1.801225686117773
2015-01-01,04L,213,138168,1.5416015285739104
2015-01-01,08G,951,299834,3.1717550377875767
2015-01-01,05G,695,215390,3.2267050466595486
2015-01-01,01K,452,345844,1.3069476411329966
2015-01-01,06V,287,169964,1.688592878491916
2015-01-01,04E,941,188057,5.003802038743572
2015-01-01,09P,791,185192,4.271242818264287
2015-01-01,03R,1519,361018,4.207546438127737
2015-01-01,08H,741,233865,3.168494644346097
2015-01-01,02H,1847,322353,5.729743479973813
2015-01-01,12D,876,229351,3.819473209185921
2015-01-01,05V,549,145544,3.772055186060573
2015-01-01,07H,766,298767,2.563870842495992
2015-01-01,07G,419,168576,2.4855258162490506
2015-01-01,04K,785,361191,2.173365338560485
2015-01-01,01X,1102,194762,5.658187942206386
2015-01-01,07V,1195,395184,3.0239078505202635
2015-01-01,06Q,883,380042,2.3234274106546127
2015-01-01,05C,1517,314402,4.825032919637916
2015-02-01,03J,1175,188586,6.230579152217027
2015-02-01,00N,161,155208,1.0373176640379362
2015-02-01,02F,1048,258724,4.050648567585536
2015-02-01,08K,1875,378399,4.955087090610705
2015-02-01,03Q,636,351210,1.8108823780644054
2015-02-01,09N,506,221960,2.2796900342404043
2015-02-01,02Y,997,301772,3.303818777089989
2015-02-01,05V,520,145544,3.5728027263233115
2015-02-01,15M,2207,1030759,2.141140654605002
2015-02-01,10R,1029,218680,4.705505761843789
