BNF Code,BNF Name,ADQ Value,ADQ Unit
0101012A0BDABA0,Boots_Gripe Mix S/F,N/A,N/A
0101012A0BEAAA0,Neo_Baby Gripe Mix,N/A,N/A
0101012B0AAABAB,Sod Bicarb_Oral Soln 420mg/5ml S/F,N/A,N/A
0101012B0AAALAL,Sod Bicarb_Paed Mix 50mg/5ml BPC,N/A,N/A
0101012B0AAAPAP,Sod Bicarb_(S),N/A,N/A
0101012B0AAATAT,Sod Bicarb_Pdrs 4.2g,N/A,N/A
0101012B0AAAUAU,Sod Bicarb_Liq Spec 420mg/5ml,N/A,N/A
0101012B0AAAVAV,Sod Bicarb_Liq Spec 210mg/5ml,N/A,N/A
0101012B0AAAWAW,Sod Bicarb_Liq Spec 1g/5ml,N/A,N/A
0101012B0AAAZAZ,Sod Bicarb_Liq Spec 333mg/5ml,N/A,N/A
0101012B0AABABA,Sod Bicarb_Liq Spec 500mg/5ml,N/A,N/A
0101012B0AABDBD,Sod Bicarb_Liq Spec 70mg/5ml,N/A,N/A
0101012B0AABKBK,Sod Bicarb_Liq Spec 292mg/5ml,N/A,N/A
0101012B0AABMBM,Sod Bicarb_Liq Spec 336mg/5ml,N/A,N/A
0101012B0AABRBR,Sod Bicarb_Liq Spec 2.1g/5ml,N/A,N/A
0101012B0AABSBS,Sod Bicarb_Liq Spec 50mg/5ml,N/A,N/A
0101012B0AABUBU,Sod Bicarb_Liq Spec 52.5mg/5ml,N/A,N/A
0101012B0AABVBV,Sod Bicarb_Oral Soln 50mg/5ml (Old),N/A,N/A
0101012B0AABWBW,Sod Bicarb_Oral Soln 420mg/5ml,N/A,N/A
0101012B0AABXBX,Sod Bicarb_Oral Soln 50mg/5ml,N/A,N/A
0101012B0BCAAAB,SodiBic_Oral Soln 420mg/5ml,N/A,N/A
0101012B0BEAABV,Nurse Harveys_Gripe Mix,N/A,N/A
0101012B0BFAABW,S-Bicarb_Oral Soln 420mg/5ml,N/A,N/A
0101012B0BGAAAB,S-Bicarb SF_Oral Soln 420mg/5ml,N/A,N/A
0101012B0BIAAAB,Thamicarb_Oral Soln 84mg/ml,N/A,N/A
010102100AAABAB,Gppe Tab_Rennie Deflatine,N/A,N/A
010102100AAAFAF,Calc Carb/Mag Carb Heavy_Tab 680mg/80mg,N/A,N/A
010102100AAAGAG,Bism Subsalic_Oral Susp 87.5mg/5ml S/F,N/A,N/A
010102100AAAHAH,Calc Carb/Mag Carb Heavy_Tab 680/80mgS/F,N/A,N/A
010102100AAAIAI,Bism Subsalic_Tab 262.5mg Chble S/F,N/A,N/A
010102100BBABAB,Rennie Deflatine_Tab,N/A,N/A
010102100BBAFA0,Boots_Indigest Tab (Orig),N/A,N/A
010102100BBAKA0,Pepcidtwo_Tab Chble,N/A,N/A
010102100BBAMA0,Bisodol Indigest Relief_Tab,N/A,N/A
010102100BBAQAF,Rennie Peppermint_Tab Chble,N/A,N/A
010102100BBARAF,Rennie Spearmint_Tab Chble,N/A,N/A
010102100BBASA0,Eno_Eff Pdr,N/A,N/A
010102100BBAUA0,Boots_Indigest Relief Tab (Peppermint),N/A,N/A
010102100BBAWAG,Pepto-Bismol_Oral Susp 87.5mg/5ml,N/A,N/A
010102100BBAXA0,Galpharm_3-In-1 Antacid Tab Chble,N/A,N/A
010102100BBAYA0,Bisodol Ex Strong Mint_Tab Chble,N/A,N/A
010102100BBAZA0,Rennie_Extra Tab Chble,N/A,N/A
010102100BBBAAH,Rennie_Sugar Free Tab Chble,N/A,N/A
010102100BBBCAF,Rennie Ice_Tab Chble,N/A,N/A
010102100BBBDAI,Pepto-Bismol_Tab 262.5mg Chble,N/A,N/A
010102100BBBFAG,Boots_Pepti-Calm Oral Susp 525.6mg/30ml,N/A,N/A
0101021B0AAAAAA,Gppe Susp_Algicon,N/A,N/A
0101021B0AAACAC,Gppe Tab_Gastrocote,N/A,N/A
0101021B0AAAFAF,Gppe Tab_Topal Antacid,N/A,N/A
0101021B0AAAGAG,Gppe Tab_Gaviscon Chble,N/A,N/A
0101021B0AAAHAH,Alginate_Raft-Forming Oral Susp S/F,N/A,N/A
0101021B0AAAIAI,Gppe Liq_Gastrocote S/F,N/A,N/A
0101021B0AAAJAJ,Sod/Mag Algin_Pdr Sach 225mg/87.5mg S/F,N/A,N/A
0101021B0AAALAL,Sod Algin/Pot Bicarb_Susp S/F,N/A,N/A
0101021B0AAAMAM,Gppe Liq Sach_Gaviscon 10ml S/F,N/A,N/A
0101021B0AAANAN,Gppe Liq_Rennie Duo,N/A,N/A
0101021B0AAAPAP,Sod Alginate/Pot Bicarb_Tab Chble 500mg,N/A,N/A
0101021B0AAAQAQ,Sod Algin/Pot Bicarb_Susp (P/Mint) S/F,N/A,N/A
0101021B0BBAAAA,Algicon_Susp (Mint),N/A,N/A
0101021B0BCAAAC,Gastrocote_Tab,N/A,N/A
0101021B0BCABAI,Gastrocote_Liq S/F,N/A,N/A
0101021B0BEABAG,Gaviscon_Tab Chble 500mg (Peppermint),N/A,N/A
0101021B0BEACAH,Gaviscon_Liq Orig Aniseed Relief,N/A,N/A
0101021B0BEADAJ,Gaviscon Infant_Sach 2g (Dual Pack) S/F,N/A,N/A
0101021B0BEAFAH,Gaviscon_Liq Relief Peppermint,N/A,N/A
0101021B0BEAHAG,Gaviscon_Tab Chble 500mg (Lem),N/A,N/A
0101021B0BEAIAL,Gaviscon Advance_Liq (Aniseed) (Reckitt),N/A,N/A
0101021B0BEAJAM,Gaviscon_Liq Sach 10ml (Peppermint) S/F,N/A,N/A
0101021B0BEALA0,Gaviscon Ex Strgh_Tab Chble 500mg (Lem),N/A,N/A
0101021B0BEAMA0,Gaviscon Ex Strgh_Tab Chble 500mg(P/Mint,N/A,N/A
0101021B0BEANAH,Gaviscon Cool_Liq (Peppermint) S/F,N/A,N/A
0101021B0BEAPA0,Gaviscon Cool_Tab Chble 250mg (P/Mint),N/A,N/A
0101021B0BEAQAP,Gaviscon Advance_Tab Chble Mint(Reckitt),N/A,N/A
0101021B0BEARA0,Gaviscon Double Action_Tab Chble,N/A,N/A
0101021B0BEASA0,Gaviscon Double Action_Liq (Peppermint),N/A,N/A
0101021B0BEATA0,Gaviscon Lem_Tab Chble,N/A,N/A
0101021B0BEAUA0,Gaviscon P/Mint_Tab Chble,N/A,N/A
0101021B0BEAVA0,Gaviscon Double Action_Liq (Aniseed),N/A,N/A
0101021B0BEAWA0,Gaviscon Sbery_Tab Chble,N/A,N/A
0101021B0BEAXA0,Gaviscon Instants_Sach (Trop Fruit Flav),N/A,N/A
0101021B0BEAYAP,Gaviscon Advance_Tab Chble Mint(Forum),N/A,N/A
0101021B0BEBAAL,Gaviscon Advance_Liq (Aniseed)(Forum),N/A,N/A
0101021B0BEBCAL,Gaviscon Advance_Liq (Peppermint)(Forum),N/A,N/A
0101021B0BEBDA0,Gaviscon Double Action_Liq Sach 10ml,N/A,N/A
0101021B0BEBEAL,Gaviscon Advance_Liq (Peppermint) S/F,N/A,N/A
0101021B0BFAAAF,Topal_Antacid Tab,N/A,N/A
0101021B0BGAAA0,Bisodol Heartburn Relief_Tab,N/A,N/A
0101021B0BHAAAI,Asilone Heartburn_Liq S/F,N/A,N/A
0101021B0BHABAC,Asilone Heartburn_Tab,N/A,N/A
0101021B0BIAAAH,Peptac_Liq (Aniseed) S/F,N/A,N/A
0101021B0BIABAH,Peptac_Liq (Peppermint) S/F,N/A,N/A
0101021B0BJAAAN,Rennie Dual Action Liq_Oral Susp,N/A,N/A
0101021B0BNAAA0,Setlers_Heartburn Tab Chble,N/A,N/A
0101021B0BPAAAH,Entrocalm_Heartburn&Indigest Relief Liq,N/A,N/A
0101021B0BQAAAH,Acidex_Liq (Aniseed),N/A,N/A
0101021B0BQABAH,Acidex_Liq (Peppermint),N/A,N/A
0101021B0BQACAL,Acidex Advance_Oral Susp (Aniseed),N/A,N/A
0101021B0BQADAL,Acidex Advance_Oral Susp (Peppermint),N/A,N/A
0101021C0AAAFAF,Calc Carb_Tab Chble 500mg,N/A,N/A
0101021C0AAANAN,Calc Carb_Cap 300mg,N/A,N/A
0101021C0AAAPAP,Calc Carb_Cap 500mg,N/A,N/A
0101021C0AAATAT,Calc Carb_Tab 300mg,N/A,N/A
0101021C0AABDBD,Calc Carb_Tab 250mg,N/A,N/A
0101021C0AABQBQ,Calc Carb_Cap 400mg,N/A,N/A
0101021C0AABXBX,Calc Carb_Tab Chble 800mg,N/A,N/A
0101021C0AACACA,Calc Carb_Liq Spec 600mg/5ml,N/A,N/A
0101021C0AACBCB,Calc Carb_Liq Spec 500mg/5ml,N/A,N/A
0101021C0AACCCC,Calc Carb_Liq Spec 200mg/5ml,N/A,N/A
0101021C0AACDCD,Calc Carb_Liq Spec 1g/5ml,N/A,N/A
0101021C0AACECE,Calc Carb_Liq Spec 250mg/5ml,N/A,N/A
0101021C0AACICI,Calc Carb_Disper Tab 250mg,N/A,N/A
0101021C0AACLCL,Calc Carb_Liq Spec 360mg/5ml,N/A,N/A
0101021C0AACMCM,Calc Carb_Liq Spec 5mg/5ml,N/A,N/A
0101021C0AACPCP,Calc Carb_Liq Spec 60mg/5ml,N/A,N/A
0101021C0AACRCR,Calc Carb_Liq Spec 300mg/5ml,N/A,N/A
0101021C0AACTCT,Calc Carb_Liq Spec 100mg/5ml,N/A,N/A
0101021C0AACUCU,Calc Carb_Liq Spec 125mg/5ml,N/A,N/A
0101021C0AACWCW,Calc Carb_Liq Spec 120mg/5ml,N/A,N/A
0101021C0AACXCX,Calc Carb_Oral Susp 600mg/5ml,N/A,N/A
0101021C0AACYCY,Calc Carb_Oral Susp 500mg/5ml,N/A,N/A
0101021C0AACZCZ,Calc Carb_Cap 625mg,N/A,N/A
0101021C0BBAAAF,Tums_Assorted Fruit Antacid Tab,N/A,N/A
0101021C0BEABAF,Rennie Fruit_Tab 500mg,N/A,N/A
0101021C0BFAABX,Remegel_Chewy Squares (Mint),N/A,N/A
0101021C0BIAABX,Rennie_Soft Chews,N/A,N/A
0101021C0BIABAF,Rennie_Orange Tab Chble 500mg,N/A,N/A
0101021C0BJAAAF,Setlers_Antacid Spearmint Tab Chble500mg,N/A,N/A
0101021C0BJABAF,Setlers_Antacid P/Mint Tab Chble 500mg,N/A,N/A
0101021C0BKAACI,Calconate_Disper Tab 250mg,N/A,N/A
0102000A0AAAAAA,Alverine Cit_Cap 60mg,180,MG        
0102000A0AAABAB,Alverine Cit_Cap 120mg,180,MG        
0102000A0BBAAAA,Spasmonal_Cap 60mg,180,MG        
0102000A0BBABAB,Spasmonal Fte_Cap 120mg,180,MG        
0102000A0BDAAAA,Audmonal_Cap 60mg,180,MG        
0102000A0BDABAB,Audmonal_Forte Cap 120mg,180,MG        
0102000ACAAAGAG,Atrop Sulf_Tab 600mcg,1200,MCG       
0102000ACAAAPAP,Atrop Sulf_Oral Susp 500mcg/5ml,1200,MCG       
0102000ACAAAQAQ,Atrop Sulf_Liq Spec 200mcg/5ml,1200,MCG       
0102000ACAAARAR,Atrop Sulf_Liq Spec 600mcg/5ml,1200,MCG       
0102000ACAAASAS,Atrop Sulf_Liq Spec 300mcg/5ml,1200,MCG       
0102000ACAAATAT,Atrop Sulf_Liq Spec 50mcg/5ml,1200,MCG       
0102000ACAAAZAZ,Atrop Sulf_Liq Spec 250mcg/5ml,1200,MCG       
0102000ACAABABA,Atrop Sulf_Oral Soln 500mcg/5ml (DT),1.2,MG        
0102000ACAABBBB,Atrop Sulf_Oral Soln 500mcg/5ml,1.2,MG        
0102000D0AAAFAF,Mag Carb/Sod Bicarb_Pdrs 250mg/75mg,N/A,N/A
0102000D0BCAAAF,A & P_Infants Pdrs,N/A,N/A
0102000J0AAAAAA,Dicycloverine HCl_Oral Soln 10mg/5ml,30,MG        
0102000J0AAABAB,Dicycloverine HCl_Tab 10mg,30,MG        
0102000J0AAACAC,Dicycloverine HCl_Tab 20mg,30,MG        
0102000J0BBAAAB,Merbentyl_Tab 10mg,30,MG        
0102000J0BBABAA,Merbentyl_Syr 10mg/5ml,30,MG        
0102000J0BBADA0,Merbentyl_Syr 10mg/5ml (H/Strgh),30,MG        
0102000J0BBAEAC,Merbentyl 20_Tab 20mg,30,MG        
0102000K0AAAAAA,Gppe Gel_Kolanticon S/F,40,ML        
0102000K0BBAAAA,Kolanticon_Gel S/F,40,ML        
0102000L0AAAAAA,Glycopyrronium Brom_Tab 2mg,N/A,N/A
0102000L0AAACAC,Glycopyrronium Brom_Tab 1mg,N/A,N/A
0102000L0AAADAD,Glycopyrronium Brom_Liq Spec 1mg/5ml,N/A,N/A
0102000L0AAAEAE,Glycopyrronium Brom_Liq Spec 200mcg/5ml,N/A,N/A
0102000L0AAAFAF,Glycopyrronium Brom_Liq Spec 750mcg/5ml,N/A,N/A
0102000L0AAAGAG,Glycopyrronium Brom_Liq Spec 600mcg/5ml,N/A,N/A
0102000L0AAAHAH,Glycopyrronium Brom_Liq Spec 3mg/5ml,N/A,N/A
0102000L0AAAIAI,Glycopyrronium Brom_Liq Spec 2mg/5ml,N/A,N/A
0102000L0AAAJAJ,Glycopyrronium Brom_Liq Spec 500mcg/5ml,N/A,N/A
0102000L0AAAKAK,Glycopyrronium Brom_Liq Spec 5mg/5ml,N/A,N/A
0102000L0AAALAL,Glycopyrronium Brom_Liq Spec 1.25mg/5ml,N/A,N/A
0102000L0AAANAN,Glycopyrronium Brom_Liq Spec 400mcg/5ml,N/A,N/A
0102000L0AAAQAQ,Glycopyrronium Brom_Liq Spec 250mcg/5ml,N/A,N/A
0102000L0AAARAR,Glycopyrronium Brom_Liq Spec 800mcg/5ml,N/A,N/A
0102000L0AAASAS,Glycopyrronium Brom_Liq Spec 1.8mg/5ml,N/A,N/A
0102000L0AAATAT,Glycopyrronium Brom_Liq Spec 650mcg/5ml,N/A,N/A
0102000L0AAAVAV,Glycopyrronium Brom_Liq Spec 4mg/5ml,N/A,N/A
0102000L0AAAWAW,Glycopyrronium Brom_Oral Soln 1mg/5ml,N/A,N/A
0102000L0AAAXAX,Glycopyrronium Brom_Oral Susp 1mg/5ml,N/A,N/A
0102000L0AAAYAY,Glycopyrronium Brom_Liq Spec 300mcg/5ml,N/A,N/A
0102000L0AAAZAZ,Glycopyrronium Brom_Oral Soln 2mg/5ml,N/A,N/A
0102000L0AABABA,Glycopyrronium Brom_Oral Susp 2mg/5ml,N/A,N/A
0102000L0AABBBB,Glycopyrronium Brom_Oral Soln 2.5mg/5ml,N/A,N/A
0102000L0AABCBC,Glycopyrronium Brom_Oral Susp 2.5mg/5ml,N/A,N/A
0102000L0AABDBD,Glycopyrronium Brom_Oral Soln 200mcg/5ml,N/A,N/A
0102000L0AABEBE,Glycopyrronium Brom_Oral Susp 200mcg/5ml,N/A,N/A
0102000L0AABFBF,Glycopyrronium Brom_Oral Soln 5mg/5ml,N/A,N/A
0102000L0AABGBG,Glycopyrronium Brom_Oral Susp 5mg/5ml,N/A,N/A
0102000L0AABHBH,Glycopyrronium Brom_Oral Soln 500mcg/5ml,N/A,N/A
0102000L0AABIBI,Glycopyrronium Brom_Oral Susp 500mcg/5ml,N/A,N/A
0102000L0AABJBJ,Glycopyrronium Brom_Liq Spec 1.3mg/5ml,N/A,N/A
0102000L0AABKBK,Glycopyrronium Brom_Cap 2mg,N/A,N/A
0102000L0AABLBL,Glycopyrronium Brom_Oral Soln 1.5mg/5ml,N/A,N/A
0102000L0AABMBM,Glycopyrronium Brom_Oral Soln 640mcg/5ml,N/A,N/A
0102000L0AABNBN,Glycopyrronium Brom_Oral Soln 1mg/5ml SF,N/A,N/A
0102000L0AABPBP,Glycopyrronium Brom_Cap 1mg,N/A,N/A
0102000L0AABQBQ,Glycopyrronium Brom_OralSoln400mcg/mlS/F,N/A,N/A
0102000L0BBABAA,Robinul Fte_Tab 2mg (Import),N/A,N/A
0102000L0BBACAC,Robinul_Tab 1mg (Import),N/A,N/A
0102000L0BCAABQ,Sialanar_Oral Soln 320mcg/1ml,N/A,N/A
0102000N0AAAAAA,Hyoscine Butylbrom_Inj 20mg/ml 1ml Amp,80,MG        
0102000N0AAABAB,Hyoscine Butylbrom_Tab 10mg,80,MG        
0102000N0AAADAD,Hyoscine Butylbrom_Liq Spec 100mg/5ml,80,MG        
0102000N0AAAFAF,Hyoscine Butylbrom_Liq Spec 500mcg/5ml,80,MG        
0102000N0AAAGAG,Hyoscine Butylbrom_Liq Spec 10mg/5ml,80,MG        
0102000N0AAAHAH,Hyoscine Butylbrom_Liq Spec 20mg/5ml,80,MG        
0102000N0AAAIAI,Hyoscine Butylbrom_Liq Spec 5mg/5ml,80,MG        
0102000N0AAANAN,Hyoscine Butylbrom_Liq Spec 4.9mg/5ml,80,MG        
0102000N0AAAPAP,Hyoscine Butylbrom_Oral Soln 10mg/5ml,N/A,N/A
0102000N0AAAQAQ,Hyoscine Butylbrom_Oral Susp 10mg/5ml,N/A,N/A
0102000N0BBAAAB,Buscopan_Tab 10mg,80,MG        
0102000N0BBABAA,Buscopan_Inj 20mg/ml 1ml Amp,80,MG        
0102000N0BBACAB,Buscopan IBS Relief_Tab 10mg,80,MG        
0102000N0BBADAB,Buscopan Cramps_Tab 10mg,80,MG        
0102000P0AAAAAA,Mebeverine HCl_Oral Susp 50mg/5ml S/F,405,MG        
0102000P0AAABAB,Mebeverine HCl_Tab 135mg,405,MG        
0102000P0AAACAC,Mebeverine HCl_Tab 100mg,405,MG        
0102000P0AAADAD,Mebeverine HCl_Cap 200mg M/R,405,MG        
0102000P0AAAEAE,Mebeverine HCl_Oral Pdr Sach 135mg,405,MG        
0102000P0BCAAAA,Colofac_Liq 50mg/5ml S/F,405,MG        
0102000P0BCABAB,Colofac_Tab 135mg,405,MG        
0102000P0BCACAB,Colofac IBS_Tab 135mg,405,MG        
0102000P0BCADAC,Colofac 100_Tab 100mg,405,MG        
0102000P0BCAEAD,Colofac MR_Cap 200mg,405,MG        
0102000P0BHAAAB,Boots_IBS Relief Tab 135mg,405,MG        
0102000R0AAABAB,Mepenzolate Brom_Tab 25mg,N/A,N/A
0102000R0BBAAAB,Cantil_Tab 25mg,N/A,N/A
0102000T0AAAAAA,Peppermint Oil_Cap E/C 0.2ml,0.6,ML        
0102000T0AAABAB,Peppermint_Oil Liq,0.6,ML        
0102000T0AAAFAF,Peppermint Oil_Cap E/C 0.2ml M/R,0.6,ML        
0102000T0BBAAAF,Colpermin_Cap E/C 0.2ml M/R,0.6,ML        
0102000T0BCAAAA,Mintec_Cap E/C 0.2ml,0.6,ML        
0102000T0BIAAAA,Apercap_Cap E/C 0.2ml,0.6,ML        
0102000T0BJAAAA,Colomint_Cap G/R 0.2ml,0.6,ML        
0102000X0AAAAAA,Ispag/Mebeverine_Gran Eff 3.5g/135mg S/F,2,          
0102000X0BCAAAA,Fybogel Mebeverine_Eff Gran Sach S/F,2,          
0102000Y0AAAFAF,Propantheline Brom_Tab 15mg,45,MG        
0102000Y0AAAIAI,Propantheline Brom_Liq Spec 15mg/5ml,45,MG        
0102000Y0AAAUAU,Propantheline Brom_Liq Spec 10mg/5ml,45,MG        
0102000Y0AAAWAW,Propantheline Brom_Liq Spec 30mg/5ml,45,MG        
0102000Y0AAAZAZ,Propantheline Brom_Liq Spec 5mg/5ml,45,MG        
0102000Y0AABBBB,Propantheline Brom_Liq Spec 7.5mg/5ml,N/A,N/A
0102000Y0BBAAAF,Pro-Banthine_Tab 15mg,45,MG        
010300000AAAAAA,Urea (13-C)_Breath Test Kit Pdr 75mg,N/A,N/A
010300000AAABAB,Gppe Breath Test Kit_Pylobactell,N/A,N/A
010300000AAACAC,Gppe Breath Test Kit_Hp-Plus,N/A,N/A
010300000AAADAD,Gppe Breath Test Kit_diabact UBT,N/A,N/A
010300000AAAEAE,Urea (13-C)_Breath Test Kit Pdr 45mg,N/A,N/A
010300000BBAAAA,Helicobacter Test INFAI_Pdr 75mg,N/A,N/A
010300000BBABAB,Pylobactell_Tab Solb 100mg,N/A,N/A
010300000BBACAC,Helicobacter Test Hp-Plus_C/Pk Tab/Pdr,N/A,N/A
010300000BBADAD,diabact UBT_Helicobacter Test Tab 50mg,N/A,N/A
010300000BBAEAE,Helicobacter Test INFAI_Child Pdr 45mg,N/A,N/A
0103010D0AAAAAA,Cimetidine_Tab 200mg,800,MG        
0103010D0AAABAB,Cimetidine_Tab 400mg,800,MG        
0103010D0AAACAC,Cimetidine_Tab 800mg,800,MG        
0103010D0AAADAD,Cimetidine_Oral Soln 200mg/5ml,800,MG        
0103010D0AAAGAG,Cimetidine_Oral Susp 200mg/5ml S/F,800,MG        
0103010D0AAAIAI,Cimetidine_Tab Eff 400mg (Orange),800,MG        
0103010D0AAALAL,Cimetidine_Oral Soln 200mg/5ml S/F,800,MG        
0103010D0AAANAN,Cimetidine_Oral Susp 200mg/5ml S/F   @gn,800,MG        
0103010D0BBAAAA,Tagamet_Tab 200mg,800,MG        
0103010D0BBABAB,Tagamet_Tab 400mg,800,MG        
0103010D0BBACAC,Tagamet_Tab 800mg,800,MG        
0103010D0BBADAD,Tagamet_Syr 200mg/5ml,800,MG        
0103010D0BBAGAI,Tagamet_Tab Eff 400mg (Orange),800,MG        
0103010H0AAAAAA,Famotidine_Tab 20mg,40,MG        
0103010H0AAABAB,Famotidine_Tab 40mg,40,MG        
0103010H0BBAAAA,Pepcid_Tab 20mg,40,MG        
0103010H0BBABAB,Pepcid_Tab 40mg,40,MG        
0103010N0AAAAAA,Nizatidine_Cap 150mg,300,MG        
0103010N0AAABAB,Nizatidine_Cap 300mg,300,MG        
0103010N0AAADAD,Nizatidine_Liq Spec 150mg/5ml,300,MG        
0103010N0BBAAAA,Axid_Cap 150mg,300,MG        
0103010N0BBABAB,Axid_Cap 300mg,300,MG        
0103010S0AAAAAA,Ranitidine Bism Cit_Tab 400mg,800,MG        
0103010S0BBAAAA,Pylorid_Tab 400mg,800,MG        
0103010T0AAAAAA,Ranitidine HCl_Tab 150mg,300,MG        
0103010T0AAACAC,Ranitidine HCl_Tab 300mg,300,MG        
0103010T0AAADAD,Ranitidine HCl_Inj 25mg/ml 2ml Amp,N/A,N/A
