,PRODUCT,level_1,PPU
60,Acetylcy_Cap 600mg,0.7000000000000001,1.9746714283999984
61,Acetylcy_Cap 600mg,0.8,2.439
62,Acetylcy_Cap 600mg,0.9,3.304952380600003
63,Acetylcy_Eye Dps 0.5% P/F,0.1,2.2106000000000003
64,Acetylcy_Eye Dps 0.5% P/F,0.2,3.2892
65,Acetylcy_Eye Dps 0.5% P/F,0.30000000000000004,4.367800000000001
66,Acetylcy_Eye Dps 0.5% P/F,0.4,5.446400000000001
67,Acetylcy_Eye Dps 0.5% P/F,0.5,6.525
68,Acetylcy_Eye Dps 0.5% P/F,0.6,6.9956000000000005
69,Acetylcy_Eye Dps 0.5% P/F,0.7000000000000001,7.466200000000001
70,Acetylcy_Eye Dps 0.5% P/F,0.8,7.9368
71,Acetylcy_Eye Dps 0.5% P/F,0.9,8.407399999999999
72,Acetylcy_Eye Dps 10%,0.1,0.47470000000000007
73,Acetylcy_Eye Dps 10%,0.2,0.7564000000000002
74,Acetylcy_Eye Dps 10%,0.30000000000000004,1.0381
75,Acetylcy_Eye Dps 10%,0.4,2.3140000000000014
76,Acetylcy_Eye Dps 10%,0.5,4.087000000000001
77,Acetylcy_Eye Dps 10%,0.6,5.859999999999999
78,Acetylcy_Eye Dps 10%,0.7000000000000001,8.016599999999997
79,Acetylcy_Eye Dps 10%,0.8,10.940400000000004
80,Acetylcy_Eye Dps 10%,0.9,13.864200000000002
81,Acetylcy_Eye Dps 10% P/F,0.1,1.0552000000000001
82,Acetylcy_Eye Dps 10% P/F,0.2,1.242
83,Acetylcy_Eye Dps 10% P/F,0.30000000000000004,1.493
84,Acetylcy_Eye Dps 10% P/F,0.4,1.4930000000000003
85,Acetylcy_Eye Dps 10% P/F,0.5,1.568
86,Acetylcy_Eye Dps 10% P/F,0.6,4.1419999999999995
87,Acetylcy_Eye Dps 10% P/F,0.7000000000000001,6.4296142856
88,Acetylcy_Eye Dps 10% P/F,0.8,7.0717714284
89,Acetylcy_Eye Dps 10% P/F,0.9,7.393857143
90,Acetylcy_Eye Dps 5% P/F,0.1,1.2730000000000001
91,Acetylcy_Eye Dps 5% P/F,0.2,1.6552000000000002
92,Acetylcy_Eye Dps 5% P/F,0.30000000000000004,3.6518000000000006
93,Acetylcy_Eye Dps 5% P/F,0.4,6.245000000000001
94,Acetylcy_Eye Dps 5% P/F,0.5,6.877999999999999
95,Acetylcy_Eye Dps 5% P/F,0.6,7.289199999999999
96,Acetylcy_Eye Dps 5% P/F,0.7000000000000001,7.941
97,Acetylcy_Eye Dps 5% P/F,0.8,8.992
98,Acetylcy_Eye Dps 5% P/F,0.9,17.7988
99,Acetylcy_Gran Sach 200mg,0.1,0.8206200000000002
100,Acetylcy_Gran Sach 200mg,0.2,1.1370200000000001
101,Acetylcy_Gran Sach 200mg,0.30000000000000004,1.5617
102,Acetylcy_Gran Sach 200mg,0.4,1.5726
103,Acetylcy_Gran Sach 200mg,0.5,3.123375
104,Acetylcy_Gran Sach 200mg,0.6,3.75
105,Acetylcy_Gran Sach 200mg,0.7000000000000001,3.75
106,Acetylcy_Gran Sach 200mg,0.8,3.75
107,Acetylcy_Gran Sach 200mg,0.9,3.8460000000000014
108,Acetylcy_Tab 200mg,0.1,0.7185
109,Acetylcy_Tab 200mg,0.2,0.7185
110,Acetylcy_Tab 200mg,0.30000000000000004,0.7185
111,Acetylcy_Tab 200mg,0.4,0.7185
112,Acetylcy_Tab 200mg,0.5,0.7185
113,Acetylcy_Tab 200mg,0.6,0.82758
114,Acetylcy_Tab 200mg,0.7000000000000001,0.9003
115,Acetylcy_Tab 200mg,0.8,0.9003
116,Acetylcy_Tab 200mg,0.9,0.9003
117,Acetylcy_Tab 600mg,0.1,0.40547619
118,Acetylcy_Tab 600mg,0.2,0.5952706352000001
119,Acetylcy_Tab 600mg,0.30000000000000004,0.935
120,Acetylcy_Tab 600mg,0.4,1.2046171428000003
121,Acetylcy_Tab 600mg,0.5,1.3316666670000001
122,Acetylcy_Tab 600mg,0.6,1.396888889
123,Acetylcy_Tab 600mg,0.7000000000000001,1.396904762
124,Acetylcy_Tab 600mg,0.8,1.6099999999999999
125,Acetylcy_Tab 600mg,0.9,2.2487650794
126,Acetylcy_Tab Eff 600mg,0.1,1.2300396825000002
127,Acetylcy_Tab Eff 600mg,0.2,1.247555556
128,Acetylcy_Tab Eff 600mg,0.30000000000000004,1.895654762000002
129,Acetylcy_Tab Eff 600mg,0.4,2.983
130,Acetylcy_Tab Eff 600mg,0.5,3.177
131,Acetylcy_Tab Eff 600mg,0.6,3.9626666669999997
132,Acetylcy_Tab Eff 600mg,0.7000000000000001,4.245
133,Acetylcy_Tab Eff 600mg,0.8,4.695
134,Acetylcy_Tab Eff 600mg,0.9,6.2589999999999995
135,Acitretin_Liq Spec 5mg/5ml,0.1,5.608499999999999
136,Acitretin_Liq Spec 5mg/5ml,0.2,6.729099999999999
137,Acitretin_Liq Spec 5mg/5ml,0.30000000000000004,6.7291
138,Acitretin_Liq Spec 5mg/5ml,0.4,6.7636942856
139,Acitretin_Liq Spec 5mg/5ml,0.5,6.815585714
140,Acitretin_Liq Spec 5mg/5ml,0.6,6.824234285599999
141,Acitretin_Liq Spec 5mg/5ml,0.7000000000000001,6.83
142,Acitretin_Liq Spec 5mg/5ml,0.8,6.83
143,Acitretin_Liq Spec 5mg/5ml,0.9,6.83
144,Albendazole_Oral Susp 200mg/5ml,0.1,5.093766666700001
145,Albendazole_Oral Susp 200mg/5ml,0.2,6.935200000400001
146,Albendazole_Oral Susp 200mg/5ml,0.30000000000000004,8.776633334100001
147,Albendazole_Oral Susp 200mg/5ml,0.4,10.6180666678
148,Albendazole_Oral Susp 200mg/5ml,0.5,12.4595000015
149,Albendazole_Oral Susp 200mg/5ml,0.6,14.3009333352
150,Albendazole_Oral Susp 200mg/5ml,0.7000000000000001,16.1423666689
151,Albendazole_Oral Susp 200mg/5ml,0.8,17.983800002600002
152,Albendazole_Oral Susp 200mg/5ml,0.9,19.825233336300002
153,Albendazole_Tab 400mg,0.1,10.980107143000001
154,Albendazole_Tab 400mg,0.2,12.47
155,Albendazole_Tab 400mg,0.30000000000000004,20.96
156,Albendazole_Tab 400mg,0.4,30.54
157,Albendazole_Tab 400mg,0.5,39.46
158,Albendazole_Tab 400mg,0.6,55.28428571
159,Albendazole_Tab 400mg,0.7000000000000001,71.026666665
160,Albendazole_Tab 400mg,0.8,76.6
161,Albendazole_Tab 400mg,0.9,86.050833335
162,Albendazole_Tab Chble 400mg,0.1,9.4108666666
163,Albendazole_Tab Chble 400mg,0.2,11.325238092800003
164,Albendazole_Tab Chble 400mg,0.30000000000000004,18.698535716000002
165,Albendazole_Tab Chble 400mg,0.4,30.786
166,Albendazole_Tab Chble 400mg,0.5,44.48
167,Albendazole_Tab Chble 400mg,0.6,76.6
168,Albendazole_Tab Chble 400mg,0.7000000000000001,76.6
169,Albendazole_Tab Chble 400mg,0.8,76.6
170,Albendazole_Tab Chble 400mg,0.9,76.6
171,Alfentanil HCl_Inj 500mcg/ml Amp,0.1,0.9610000000000001
172,Alfentanil HCl_Inj 500mcg/ml Amp,0.2,1.222
173,Alfentanil HCl_Inj 500mcg/ml Amp,0.30000000000000004,1.483
174,Alfentanil HCl_Inj 500mcg/ml Amp,0.4,1.744
175,Alfentanil HCl_Inj 500mcg/ml Amp,0.5,2.005
176,Alfentanil HCl_Inj 500mcg/ml Amp,0.6,2.266
177,Alfentanil HCl_Inj 500mcg/ml Amp,0.7000000000000001,2.5269999999999997
178,Alfentanil HCl_Inj 500mcg/ml Amp,0.8,2.7880000000000003
179,Alfentanil HCl_Inj 500mcg/ml Amp,0.9,3.049
180,Alfentanil HCl_Nsl Spy 0.1%,0.1,17.904
181,Alfentanil HCl_Nsl Spy 0.1%,0.2,18.04247191
182,Alfentanil HCl_Nsl Spy 0.1%,0.30000000000000004,19.675515150000003
183,Alfentanil HCl_Nsl Spy 0.1%,0.4,19.8
184,Alfentanil HCl_Nsl Spy 0.1%,0.5,19.8
185,Alfentanil HCl_Nsl Spy 0.1%,0.6,19.8
186,Alfentanil HCl_Nsl Spy 0.1%,0.7000000000000001,19.8
187,Alfentanil HCl_Nsl Spy 0.1%,0.8,19.8
188,Alfentanil HCl_Nsl Spy 0.1%,0.9,22.682000000000002
189,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.1,18.6624
190,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.2,19.4208
191,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.30000000000000004,19.8
192,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.4,19.8
193,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.5,19.8
194,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.6,19.8
195,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.7000000000000001,19.8
196,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.8,19.8
197,Alfentanil HCl_Nsl Spy 0.1% 5ml,0.9,19.8
198,Alfuzosin HCl_Liq Spec 10mg/5ml,0.1,2.5620299997
199,Alfuzosin HCl_Liq Spec 10mg/5ml,0.2,2.6609266664
200,Alfuzosin HCl_Liq Spec 10mg/5ml,0.30000000000000004,2.7598233331
201,Alfuzosin HCl_Liq Spec 10mg/5ml,0.4,2.8587199998
202,Alfuzosin HCl_Liq Spec 10mg/5ml,0.5,2.9576166665
203,Alfuzosin HCl_Liq Spec 10mg/5ml,0.6,3.0565133332000003
204,Alfuzosin HCl_Liq Spec 10mg/5ml,0.7000000000000001,3.1554099999
205,Alfuzosin HCl_Liq Spec 10mg/5ml,0.8,3.2543066666
206,Alfuzosin HCl_Liq Spec 10mg/5ml,0.9,3.3532033333
207,Allopurinol_Liq Spec 10mg/5ml,0.1,0.4823
208,Allopurinol_Liq Spec 10mg/5ml,0.2,0.4823
209,Allopurinol_Liq Spec 10mg/5ml,0.30000000000000004,0.4823
210,Allopurinol_Liq Spec 10mg/5ml,0.4,0.4823
211,Allopurinol_Liq Spec 10mg/5ml,0.5,0.4823
212,Allopurinol_Liq Spec 10mg/5ml,0.6,0.4823
213,Allopurinol_Liq Spec 10mg/5ml,0.7000000000000001,0.4823
214,Allopurinol_Liq Spec 10mg/5ml,0.8,0.4823
215,Allopurinol_Liq Spec 10mg/5ml,0.9,0.4823
216,Allopurinol_Liq Spec 150mg/5ml,0.1,0.305375
217,Allopurinol_Liq Spec 150mg/5ml,0.2,0.305375
218,Allopurinol_Liq Spec 150mg/5ml,0.30000000000000004,0.305375
219,Allopurinol_Liq Spec 150mg/5ml,0.4,0.305375
220,Allopurinol_Liq Spec 150mg/5ml,0.5,0.305375
221,Allopurinol_Liq Spec 150mg/5ml,0.6,0.305375
222,Allopurinol_Liq Spec 150mg/5ml,0.7000000000000001,0.305375
223,Allopurinol_Liq Spec 150mg/5ml,0.8,0.305375
224,Allopurinol_Liq Spec 150mg/5ml,0.9,0.305375
225,Allopurinol_Oral Soln 100mg/5ml,0.1,0.22465
226,Allopurinol_Oral Soln 100mg/5ml,0.2,0.24612
227,Allopurinol_Oral Soln 100mg/5ml,0.30000000000000004,0.26705684220000003
228,Allopurinol_Oral Soln 100mg/5ml,0.4,0.2769341668
229,Allopurinol_Oral Soln 100mg/5ml,0.5,0.303333333
230,Allopurinol_Oral Soln 100mg/5ml,0.6,0.32153333300000003
231,Allopurinol_Oral Soln 100mg/5ml,0.7000000000000001,0.3791978947999999
232,Allopurinol_Oral Soln 100mg/5ml,0.8,0.45504
233,Allopurinol_Oral Soln 100mg/5ml,0.9,0.8372200000000029
234,Allopurinol_Oral Soln 300mg/5ml,0.1,0.6147
235,Allopurinol_Oral Soln 300mg/5ml,0.2,0.6610666664
236,Allopurinol_Oral Soln 300mg/5ml,0.30000000000000004,0.6688
237,Allopurinol_Oral Soln 300mg/5ml,0.4,0.726266667
238,Allopurinol_Oral Soln 300mg/5ml,0.5,0.726266667
239,Allopurinol_Oral Soln 300mg/5ml,0.6,0.7542866669999999
240,Allopurinol_Oral Soln 300mg/5ml,0.7000000000000001,0.819666667
241,Allopurinol_Oral Soln 300mg/5ml,0.8,0.8357619046
242,Allopurinol_Oral Soln 300mg/5ml,0.9,0.889733333
243,Alum Acet_Ear Dps 13%,0.1,2.1788
244,Alum Acet_Ear Dps 13%,0.2,3.828240000000001
245,Alum Acet_Ear Dps 13%,0.30000000000000004,4.21476
246,Alum Acet_Ear Dps 13%,0.4,5.52244
247,Alum Acet_Ear Dps 13%,0.5,5.8752
248,Alum Acet_Ear Dps 13%,0.6,11.75863999999998
249,Alum Acet_Ear Dps 13%,0.7000000000000001,21.56
250,Alum Acet_Ear Dps 13%,0.8,22.229000000000003
251,Alum Acet_Ear Dps 13%,0.9,25.97180000000001
252,Alum Acet_Ear Dps 8%,0.1,17.801
253,Alum Acet_Ear Dps 8%,0.2,19.4391
254,Alum Acet_Ear Dps 8%,0.30000000000000004,20.278800000000004
255,Alum Acet_Ear Dps 8%,0.4,21.4226
256,Alum Acet_Ear Dps 8%,0.5,28.7245
257,Alum Acet_Ear Dps 8%,0.6,35.5976
258,Alum Acet_Ear Dps 8%,0.7000000000000001,39.64019999999999
259,Alum Acet_Ear Dps 8%,0.8,41.56399999999999
260,Alum Acet_Ear Dps 8%,0.9,68.81
261,Amantadine HCl_Tab 100mg,0.1,0.3945
262,Amantadine HCl_Tab 100mg,0.2,0.3945
263,Amantadine HCl_Tab 100mg,0.30000000000000004,0.3945
264,Amantadine HCl_Tab 100mg,0.4,0.3945
265,Amantadine HCl_Tab 100mg,0.5,0.3945
266,Amantadine HCl_Tab 100mg,0.6,0.3945
267,Amantadine HCl_Tab 100mg,0.7000000000000001,0.3945
268,Amantadine HCl_Tab 100mg,0.8,0.3945
269,Amantadine HCl_Tab 100mg,0.9,0.3945
270,Amifampridine_Tab 20mg,0.1,1.0272228572000002
271,Amifampridine_Tab 20mg,0.2,1.2274600000000002
272,Amifampridine_Tab 20mg,0.30000000000000004,1.2277057143999999
273,Amifampridine_Tab 20mg,0.4,1.2277142859999999
274,Amifampridine_Tab 20mg,0.5,1.2277142859999999
275,Amifampridine_Tab 20mg,0.6,1.2277142859999999
276,Amifampridine_Tab 20mg,0.7000000000000001,1.2277142859999999
277,Amifampridine_Tab 20mg,0.8,1.2277142859999999
278,Amifampridine_Tab 20mg,0.9,2.1023714288000006
279,Amiodarone HCl_Liq Spec 10mg/5ml,0.1,1.8282
280,Amiodarone HCl_Liq Spec 10mg/5ml,0.2,1.8282
281,Amiodarone HCl_Liq Spec 10mg/5ml,0.30000000000000004,1.8282
282,Amiodarone HCl_Liq Spec 10mg/5ml,0.4,1.8282
283,Amiodarone HCl_Liq Spec 10mg/5ml,0.5,1.8282
284,Amiodarone HCl_Liq Spec 10mg/5ml,0.6,1.8282
285,Amiodarone HCl_Liq Spec 10mg/5ml,0.7000000000000001,1.8282
286,Amiodarone HCl_Liq Spec 10mg/5ml,0.8,1.8282
287,Amiodarone HCl_Liq Spec 10mg/5ml,0.9,1.8282
288,Amiodarone HCl_Liq Spec 200mg/5ml,0.1,1.820575
289,Amiodarone HCl_Liq Spec 200mg/5ml,0.2,1.942
290,Amiodarone HCl_Liq Spec 200mg/5ml,0.30000000000000004,1.9669999999999999
291,Amiodarone HCl_Liq Spec 200mg/5ml,0.4,1.9669999999999999
292,Amiodarone HCl_Liq Spec 200mg/5ml,0.5,1.9669999999999999
293,Amiodarone HCl_Liq Spec 200mg/5ml,0.6,2.0669999999999997
294,Amiodarone HCl_Liq Spec 200mg/5ml,0.7000000000000001,2.3625
295,Amiodarone HCl_Liq Spec 200mg/5ml,0.8,3.656
296,Amiodarone HCl_Liq Spec 200mg/5ml,0.9,5.54435
297,Amiodarone HCl_Liq Spec 250mg/5ml,0.1,2.938
298,Amiodarone HCl_Liq Spec 250mg/5ml,0.2,2.938
299,Amiodarone HCl_Liq Spec 250mg/5ml,0.30000000000000004,2.938
300,Amiodarone HCl_Liq Spec 250mg/5ml,0.4,2.938
301,Amiodarone HCl_Liq Spec 250mg/5ml,0.5,2.938
302,Amiodarone HCl_Liq Spec 250mg/5ml,0.6,2.938
303,Amiodarone HCl_Liq Spec 250mg/5ml,0.7000000000000001,2.938
304,Amiodarone HCl_Liq Spec 250mg/5ml,0.8,2.938
305,Amiodarone HCl_Liq Spec 250mg/5ml,0.9,2.938
306,Amiodarone HCl_Liq Spec 25mg/5ml,0.1,0.931383333
307,Amiodarone HCl_Liq Spec 25mg/5ml,0.2,1.0679366664000005
308,Amiodarone HCl_Liq Spec 25mg/5ml,0.30000000000000004,1.5919400000000006
309,Amiodarone HCl_Liq Spec 25mg/5ml,0.4,1.7126133332000002
310,Amiodarone HCl_Liq Spec 25mg/5ml,0.5,2.12235
311,Amiodarone HCl_Liq Spec 25mg/5ml,0.6,2.1673999997999998
312,Amiodarone HCl_Liq Spec 25mg/5ml,0.7000000000000001,2.6969285710000004
313,Amiodarone HCl_Liq Spec 25mg/5ml,0.8,2.6969285710000004
314,Amiodarone HCl_Liq Spec 25mg/5ml,0.9,4.239129430099998
315,Amiodarone HCl_Liq Spec 5mg/5ml,0.1,0.505066667
316,Amiodarone HCl_Liq Spec 5mg/5ml,0.2,0.505066667
317,Amiodarone HCl_Liq Spec 5mg/5ml,0.30000000000000004,0.505066667
318,Amiodarone HCl_Liq Spec 5mg/5ml,0.4,0.505066667
319,Amiodarone HCl_Liq Spec 5mg/5ml,0.5,0.505066667
320,Amiodarone HCl_Liq Spec 5mg/5ml,0.6,0.505066667
321,Amiodarone HCl_Liq Spec 5mg/5ml,0.7000000000000001,0.505066667
322,Amiodarone HCl_Liq Spec 5mg/5ml,0.8,0.505066667
323,Amiodarone HCl_Liq Spec 5mg/5ml,0.9,0.505066667
324,Amiodarone HCl_Oral Soln 100mg/5ml,0.1,0.9103
325,Amiodarone HCl_Oral Soln 100mg/5ml,0.2,1.2288
326,Amiodarone HCl_Oral Soln 100mg/5ml,0.30000000000000004,1.7094
327,Amiodarone HCl_Oral Soln 100mg/5ml,0.4,1.7345
328,Amiodarone HCl_Oral Soln 100mg/5ml,0.5,1.7597999999999998
329,Amiodarone HCl_Oral Soln 100mg/5ml,0.6,1.7905
330,Amiodarone HCl_Oral Soln 100mg/5ml,0.7000000000000001,1.8282
331,Amiodarone HCl_Oral Soln 100mg/5ml,0.8,2.2405
332,Amiodarone HCl_Oral Soln 100mg/5ml,0.9,4.601738889
333,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.1,1.7385
334,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.2,1.7385
335,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.30000000000000004,1.7385
336,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.4,1.7385
337,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.5,1.7385
338,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.6,1.7385
339,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.7000000000000001,1.7385
340,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.8,1.7385
341,Amiodarone HCl_Oral Soln 100mg/5ml (DT),0.9,1.7385
342,Amiodarone HCl_Oral Soln 50mg/5ml,0.1,0.8935500000000001
343,Amiodarone HCl_Oral Soln 50mg/5ml,0.2,1.024
344,Amiodarone HCl_Oral Soln 50mg/5ml,0.30000000000000004,1.1266166665000001
345,Amiodarone HCl_Oral Soln 50mg/5ml,0.4,1.23015
346,Amiodarone HCl_Oral Soln 50mg/5ml,0.5,1.33745
347,Amiodarone HCl_Oral Soln 50mg/5ml,0.6,1.44
348,Amiodarone HCl_Oral Soln 50mg/5ml,0.7000000000000001,1.7950916665
349,Amiodarone HCl_Oral Soln 50mg/5ml,0.8,2.0749
350,Amiodarone HCl_Oral Soln 50mg/5ml,0.9,2.0749
351,Amisulpride_Liq Spec 25mg/5ml,0.1,0.6364327775999999
352,Amisulpride_Liq Spec 25mg/5ml,0.2,0.883033333
353,Amisulpride_Liq Spec 25mg/5ml,0.30000000000000004,1.07856
354,Amisulpride_Liq Spec 25mg/5ml,0.4,1.3007199998
355,Amisulpride_Liq Spec 25mg/5ml,0.5,1.5591833335
356,Amisulpride_Liq Spec 25mg/5ml,0.6,2.1233133336
357,Amisulpride_Liq Spec 25mg/5ml,0.7000000000000001,2.7199
358,Amisulpride_Liq Spec 25mg/5ml,0.8,3.0904
359,Amisulpride_Liq Spec 25mg/5ml,0.9,3.56255
360,Amitriptyline HCl_Liq Spec 10mg/5ml,0.1,0.429333333
361,Amitriptyline HCl_Liq Spec 10mg/5ml,0.2,0.4652533334
362,Amitriptyline HCl_Liq Spec 10mg/5ml,0.30000000000000004,0.465266667
363,Amitriptyline HCl_Liq Spec 10mg/5ml,0.4,0.513333333
364,Amitriptyline HCl_Liq Spec 10mg/5ml,0.5,0.7092
365,Amitriptyline HCl_Liq Spec 10mg/5ml,0.6,0.7434
366,Amitriptyline HCl_Liq Spec 10mg/5ml,0.7000000000000001,0.7638
367,Amitriptyline HCl_Liq Spec 10mg/5ml,0.8,0.8184
368,Amitriptyline HCl_Liq Spec 10mg/5ml,0.9,0.8184
369,Amitriptyline HCl_Liq Spec 15mg/5ml,0.1,1.85085
370,Amitriptyline HCl_Liq Spec 15mg/5ml,0.2,1.85085
371,Amitriptyline HCl_Liq Spec 15mg/5ml,0.30000000000000004,1.85085
372,Amitriptyline HCl_Liq Spec 15mg/5ml,0.4,1.85085
373,Amitriptyline HCl_Liq Spec 15mg/5ml,0.5,1.85085
374,Amitriptyline HCl_Liq Spec 15mg/5ml,0.6,1.85085
375,Amitriptyline HCl_Liq Spec 15mg/5ml,0.7000000000000001,1.85085
376,Amitriptyline HCl_Liq Spec 15mg/5ml,0.8,1.85085
377,Amitriptyline HCl_Liq Spec 15mg/5ml,0.9,1.85085
378,Amitriptyline HCl_Oral Susp 25mg/5ml,0.1,2.3377200001
379,Amitriptyline HCl_Oral Susp 25mg/5ml,0.2,2.3938400002
380,Amitriptyline HCl_Oral Susp 25mg/5ml,0.30000000000000004,2.4499600003
381,Amitriptyline HCl_Oral Susp 25mg/5ml,0.4,2.468666667
382,Amitriptyline HCl_Oral Susp 25mg/5ml,0.5,2.468666667
383,Amitriptyline HCl_Oral Susp 25mg/5ml,0.6,2.468666667
384,Amitriptyline HCl_Oral Susp 25mg/5ml,0.7000000000000001,2.468666667
385,Amitriptyline HCl_Oral Susp 25mg/5ml,0.8,2.468666667
386,Amitriptyline HCl_Oral Susp 25mg/5ml,0.9,2.468666667
387,Amlodipine_Liq Spec 1.5mg/5ml,0.1,0.5995088888000001
388,Amlodipine_Liq Spec 1.5mg/5ml,0.2,0.6711
389,Amlodipine_Liq Spec 1.5mg/5ml,0.30000000000000004,0.6711
390,Amlodipine_Liq Spec 1.5mg/5ml,0.4,1.2156600000000004
391,Amlodipine_Liq Spec 1.5mg/5ml,0.5,1.3522
392,Amlodipine_Liq Spec 1.5mg/5ml,0.6,2.5920400001999995
393,Amlodipine_Liq Spec 1.5mg/5ml,0.7000000000000001,2.939933333
394,Amlodipine_Liq Spec 1.5mg/5ml,0.8,3.1133000000000006
395,Amlodipine_Liq Spec 1.5mg/5ml,0.9,3.40168
396,Amlodipine_Liq Spec 10mg/5ml,0.1,0.5993266669
397,Amlodipine_Liq Spec 10mg/5ml,0.2,0.7333333329999999
398,Amlodipine_Liq Spec 10mg/5ml,0.30000000000000004,0.7709999999999999
399,Amlodipine_Liq Spec 10mg/5ml,0.4,0.771466667
400,Amlodipine_Liq Spec 10mg/5ml,0.5,0.7715
401,Amlodipine_Liq Spec 10mg/5ml,0.6,0.7715333329999999
402,Amlodipine_Liq Spec 10mg/5ml,0.7000000000000001,0.7715371426
