Date,supplier,bnf_name,bnf_code,id,non_availdt,Items,actual_Cost
2019-04-01,EMIS,Nedocromil Sod_Eye Dps Aq 2%,1104020N0AAAAAA,330529007,2018-04-04,5,23.976679999999998
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,4,19.73743
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,1,2.71384
2019-04-01,EMIS,SMA_PRO Anti-reflux Pdr,090900000BBLHA0,35308011000001100,2019-03-12,1,28.25662
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,1,45.72344
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,3.54164
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,6.49431
2019-04-01,Vision,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,13,219.57421000000002
2019-04-01,Vision,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,4,109.7561
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,1,27.43903
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,13.82753
2019-04-01,TPP,SMA_High Energy Milk Ready To Use,090900000BBIEA0,3555111000001109,2017-12-11,1,153.14439
2019-04-01,EMIS,Surg Suture W1615T Ethilon Non-Absorb Ster Polyam 6 Monof,20110000260,7291711000001104,2019-02-01,9,14.21502
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,4.32954
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,13.62753
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,8.67148
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,54.87805
2019-04-01,Microtest,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,10.41907
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,73.16247
2019-04-01,TPP,SMA_PRO Gold Prem 2 Liq,090900000BBLEA0,33665811000001102,2019-03-12,1,106.6715
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,3,32.50876
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,3,20.27759
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,6.7005300000000005
2019-04-01,TPP,U100 Syrg Sle Use 0.5ml + 12mm Needle-Ster Hypod Syrg,21010900410,3481511000001102,2018-03-01,3,37.9625
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,4.34194
2019-04-01,TPP,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,3,221.50349
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,12.07284
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,5,11.48096
2019-04-01,Vision,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,2.17717
2019-04-01,TPP,Surg Suture W1615T Ethilon Non-Absorb Ster Polyam 6 Monof,20110000260,7291711000001104,2019-02-01,2,40.981989999999996
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,8.68388
2019-04-01,EMIS,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,1,36.6184
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,8,42.565070000000006
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,10.83625
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,1,3.24342
2019-04-01,TPP,Midazolam_OromucSoln 7.5mg/1.5mlPfos S/F,0408020W0AAACAC,17021111000001100,2016-12-12,3,744.23527
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,14.686689999999999
2019-04-01,EMIS,U100 Syrg Sle Use 1ml + 12mm Needle-Ster Hypod Syrg,21010900420,3481911000001109,2018-03-01,3,34.01388
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,4,17.67706
2019-04-01,EMIS,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,1,192.19389
2019-04-01,EMIS,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,1,27.43903
2019-04-01,TPP,Surg Suture W1615T Ethilon Non-Absorb Ster Polyam 6 Monof,20110000260,7291711000001104,2019-02-01,1,37.83239
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,9.01616
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,9.33822
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,17.02268
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,19.57058
2019-04-01,Vision,Midazolam_Oromuc Soln 10mg/2ml Pfos S/F,0408020W0AAADAD,17020811000001104,2016-12-12,6,382.92565
2019-04-01,TPP,U100 Syrg Sle Use 0.5ml + 12mm Needle-Ster Hypod Syrg,21010900410,3481511000001102,2018-03-01,1,37.9377
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,1,3.42924
2019-04-01,Vision,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,15.74274
2019-04-01,Vision,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,64.02026
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,3,14.95172
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,5,26.39988
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,13.00103
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,1,2.59306
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,4,23.95548
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,4.32954
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,6.5191099999999995
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,3,20.38419
2019-04-01,Vision,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,3,20.38419
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,10,49.30151000000001
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,10.848650000000001
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,3,15.19059
2019-04-01,TPP,Clobazam_Liq Spec 500mcg/5ml,040801060AACDCD,12023311000001100,2013-05-14,2,393.02827
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,4,182.89377
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,15.74274
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,7,109.79328999999998
2019-04-01,EMIS,Verapamil HCl_Cap 240mg M/R,0206020T0AAAKAK,318250009,2017-10-06,1,6.47664
2019-04-01,TPP,SMA_Gold Prem 2 Catch-up For Pdr,090900000BBKJA0,15419911000001103,2017-12-11,1,36.58123
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,9.91607
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,1,9.57979
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,6.5191099999999995
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,8.80956
2019-04-01,EMIS,U100 Syrg Sle Use 1ml + 12mm Needle-Ster Hypod Syrg,21010900420,3481911000001109,2018-03-01,2,19.22901
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,4,20.58509
2019-04-01,EMIS,Verapamil HCl_Cap 120mg M/R,0206020T0AAAIAI,36565011000001105,2017-10-06,3,63.252230000000004
2019-04-01,Vision,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,4,54.90285
2019-04-01,TPP,SMA_Gold Prem 2 Catch-up For Pdr,090900000BBKJA0,15419911000001103,2017-12-11,2,45.73584
2019-04-01,TPP,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,8.511330000000001
2019-04-01,EMIS,Midazolam_OromucSoln 7.5mg/1.5mlPfos S/F,0408020W0AAACAC,17021111000001100,2016-12-12,4,330.8043
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,15.14593
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,4,73.18727
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,4,8.70868
2019-04-01,EMIS,Salic Acid_Oint 10%,1307000M0AABVBV,15535011000001100,2015-08-01,2,121.15906
2019-04-01,TPP,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,4,265.44308
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,5,13.56212
2019-04-01,EMIS,U100 Syrg Sle Use 0.5ml + 12mm Needle-Ster Hypod Syrg,21010900410,3481511000001102,2018-03-01,2,18.98745
2019-04-01,TPP,U100 Syrg Sle Use 0.5ml + 12mm Needle-Ster Hypod Syrg,21010900410,3481511000001102,2018-03-01,2,18.97505
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,6.50671
2019-04-01,EMIS,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,1,164.73939
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,8.809560000000001
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,2,8.65908
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,1,3.54073
2019-04-01,EMIS,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,1,5.38961
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,11.12518
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,2.16477
2019-04-01,EMIS,Erythromycin_Cap E/C 250mg,0501050C0AAAKAK,36064711000001106,2018-05-16,1,13.3333
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,3,12.29674
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,10,187.53927000000002
2019-04-01,EMIS,SMA_PRO High Energy Liq,090900000BBLGA0,34377711000001100,2019-03-12,1,45.7699
2019-04-01,Vision,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,82.30468
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,12.98863
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,15.50208
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,36.59363
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,8,13.915700000000001
2019-04-01,TPP,SMA_PRO Gold Prem 2 Pdr,090900000BBLFA0,33665911000001107,2019-03-12,2,45.73584
2019-04-01,Vision,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,8,6.2879000000000005
2019-04-01,TPP,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,64.95553
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,21.92826
2019-04-01,TPP,Midazolam_OromucSoln 7.5mg/1.5mlPfos S/F,0408020W0AAACAC,17021111000001100,2016-12-12,2,496.15685
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,3,12.30602
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,2,12.54668
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,5,17.87308
2019-04-01,EMIS,K-Y Lubri Jelly,21140000005,34159511000001108,2019-02-01,1,69.28507
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,2,15.343230000000002
2019-04-01,EMIS,Nifedipine_Cap 5mg,0206020R0AAAAAA,319222004,2019-02-18,6,23.87368
2019-04-01,TPP,Nifedipine_Cap 10mg,0206020R0AAABAB,319223009,2019-03-18,4,20.35063
